date,score,model_id,rank,date_dt,days
2023-08-20,0.411,recanHWDhrBhz8OrB,1,2023-08-20,0
2023-11-06,0.599,recBK1lo0FJkke2Hb,1,2023-11-06,78
2024-01-18,0.513,recxbtsgGygBPRXqZ,2,2024-01-18,151
2024-01-22,0.662,recLw3FulnOkqYL7H,1,2024-01-22,155
2024-04-12,0.641,receorLHbEEoZmLmx,2,2024-04-12,236
2024-05-23,0.703,recjATQ0limdf4fRR,1,2024-05-23,277
2024-05-24,0.75,rec5qoiwKAqRrwXob,1,2024-05-24,278
2024-08-06,0.719,rec919QgwS5y17hFV,2,2024-08-06,352
2024-08-29,0.712,recoFBRX7Rxz2s7Op,3,2024-08-29,375
2024-09-19,0.735,recvzPWCo2hXzAAKj,2,2024-09-19,396
2024-12-06,0.721,recy8TP4mPWZVolQh,3,2024-12-06,474
