date,score,model_id,rank,date_dt,days
2023-06-13,0.2085536253776435,gpt-4-0613,1,2023-06-13,0
2023-09-27,0.0280715005035246,open-mistral-7b,3,2023-09-27,106
2023-11-06,0.1479733131923464,gpt-3.5-turbo-1106,3,2023-11-06,146
2023-11-06,0.3832452165156093,gpt-4-1106-preview,1,2023-11-06,146
2024-01-25,0.3363230110775428,gpt-4-0125-preview,2,2024-01-25,226
2024-02-26,0.2253272910372608,mistral-large-2402,3,2024-02-26,258
2024-02-29,0.3617195367573011,claude-3-opus-20240229,2,2024-02-29,261
2024-04-09,0.4486404833836858,gpt-4-turbo-2024-04-09,1,2024-04-09,301
2024-05-13,0.4828172205438066,gpt-4o-2024-05-13,1,2024-05-13,335
2024-05-24,0.3878713494461228,gemini-1.5-pro-001,3,2024-05-24,346
2024-06-20,0.4754846424974824,claude-3-5-sonnet-20240620,2,2024-06-20,373
2024-07-18,0.4959718026183283,gpt-4o-mini-2024-07-18,1,2024-07-18,401
2024-07-23,0.4784113796576032,Llama-3.1-405B-Instruct,3,2024-07-23,406
2024-08-06,0.5078046324269889,gpt-4o-2024-08-06,1,2024-08-06,420
2024-09-12,0.7225579053373615,o1-preview-2024-09-12,3,2024-09-12,457
2024-09-12,0.7978977844914401,o1-mini-2024-09-12_medium,2,2024-09-12,457
2024-09-12,0.844662638469285,o1-mini-2024-09-12_high,1,2024-09-12,457
2024-12-17,0.8434038267875126,o1-2024-12-17_high,2,2024-12-17,553
2024-12-17,0.8393756294058409,o1-2024-12-17_medium,3,2024-12-17,553
2025-01-20,0.8551737160120846,DeepSeek-R1-Distill-Llama-70B,1,2025-01-20,587
2025-01-31,0.8616565961732126,o3-mini-2025-01-31_high,1,2025-01-31,598
2025-01-31,0.848313192346425,o3-mini-2025-01-31_medium,3,2025-01-31,598
2025-02-24,0.8562437059415912,claude-3-7-sonnet-20250219_32K,3,2025-02-24,622
2025-02-24,0.8575025176233636,claude-3-7-sonnet-20250219_64K,2,2025-02-24,622
2025-04-09,0.9206948640483384,gemini-2.5-pro-preview-03-25,1,2025-04-09,666
2025-04-09,0.866565961732125,grok-3-mini-beta_low,2,2025-04-09,666
2025-04-16,0.898225075528701,o4-mini-2025-04-16_high,3,2025-04-16,673
2025-04-16,0.8999244712990938,o3-2025-04-16_high,2,2025-04-16,673
2025-05-06,0.9217648539778448,gemini-2.5-pro-preview-05-06,1,2025-05-06,693
2025-05-28,0.936681772406848,DeepSeek-R1-0528,1,2025-05-28,715
2025-08-07,0.9250377643504532,gpt-5-2025-08-07_medium,2,2025-08-07,786
2025-09-24,0.9359264853977844,qwen3-max-2025-09-23,2,2025-09-24,834
2025-09-29,0.9473816717019132,claude-sonnet-4-5-20250929_32K,1,2025-09-29,839
