date,score,model_id,rank,date_dt,days
2023-12-11,0.1192,Mixtral 8x7B Instruct v0.1,1,2023-12-11,0
2024-06-07,0.1999,Qwen 2 72B Instruct,1,2024-06-07,179
2024-07-18,0.203,GPT-4o mini,1,2024-07-18,220
2024-07-23,0.1621999999999999,Llama 3.1 405B Instruct,3,2024-07-23,225
2024-08-01,0.2159,Gemini 1.5 Pro Experimental (August 2024),1,2024-08-01,234
2024-09-12,0.3449,o1-mini,2,2024-09-12,276
2024-09-12,0.3728,o1-preview,1,2024-09-12,276
2024-10-01,0.432,Claude 3.5 Sonnet (October 2024),1,2024-10-01,295
2024-12-01,0.4493,o1 (December 2024),1,2024-12-01,356
2025-01-01,0.3778,Gemini 2.0 Flash Thinking Experimental (January 2025),3,2025-01-01,387
2025-01-31,0.4009,o3-mini (medium),3,2025-01-31,417
2025-02-01,0.4377,GPT-4.5 Preview (February 2025),2,2025-02-01,418
2025-02-24,0.5158,Claude 3.7 Sonnet Thinking (Feb 2025),1,2025-02-24,441
2025-03-01,0.5191,Gemini 2.5 Pro Experimental (March 2025),1,2025-03-01,446
2025-03-01,0.4982,o1 Pro (March 2025),3,2025-03-01,446
2025-04-01,0.5909,o3 (medium) (April 2025),1,2025-04-01,477
2025-04-01,0.5650999999999999,o3 (high) (April 2025),2,2025-04-01,477
2025-05-01,0.5262,Gemini 2.5 Flash Preview (May 2025),3,2025-05-01,507
2025-05-22,0.539,Claude Opus 4 (Thinking),3,2025-05-22,528
2025-06-01,0.6377,o3 Pro (high) (June 2025),1,2025-06-01,538
2025-08-07,0.5855,gpt-5-2025-08-07,3,2025-08-07,605
2025-11-18,0.5915,gemini-3-pro-preview,2,2025-11-18,708
2025-12-11,0.591,gpt-5.2-2025-12-11,3,2025-12-11,731
