date,score,model_id,rank,date_dt,days
2025-06-17,0.326,gemini-2.5-pro,1,2025-06-17,0
2025-07-12,0.278,Kimi-K2-Instruct,2,2025-07-12,25
2025-08-05,0.38,claude-opus-4-1-20250805,1,2025-08-05,49
2025-08-07,0.496,gpt-5-2025-08-07_medium,1,2025-08-07,51
2025-09-15,0.443,gpt-5-codex,2,2025-09-15,90
2025-09-29,0.428,claude-sonnet-4-5-20250929,3,2025-09-29,104
2025-11-12,0.578,gpt-5.1-codex,1,2025-11-12,148
2025-11-13,0.476,gpt-5.1_medium,3,2025-11-13,149
2025-11-18,0.542,gemini-3-pro-preview,2,2025-11-18,154
2025-11-24,0.593,claude-opus-4-5-20251101,1,2025-11-24,160
