date,score,model_id,rank,date_dt,days
2023-06-13,0.1244,gpt-4-0613,1,2023-06-13,0
2023-11-21,0.0706,claude-2.1,2,2023-11-21,161
2024-01-25,0.0348,gpt-3.5-turbo-0125,3,2024-01-25,226
2024-02-29,0.2318,claude-3-opus-20240229,1,2024-02-29,261
2024-02-29,0.1016,claude-3-sonnet-20240229,3,2024-02-29,261
2024-04-09,0.1801,gpt-4-turbo-2024-04-09,2,2024-04-09,301
2024-06-20,0.3097,claude-3-5-sonnet-20240620,1,2024-06-20,373
2024-07-23,0.2138,Llama-3.1-405B-Instruct,3,2024-07-23,406
2024-09-05,0.3668,Kimi-K2-Instruct-0905,1,2024-09-05,450
2024-09-12,0.3632,o1-mini-2024-09-12_medium,3,2024-09-12,457
2024-09-12,0.4756,o1-preview-2024-09-12,1,2024-09-12,457
2024-10-22,0.3997,claude-3-5-sonnet-20241022,2,2024-10-22,497
2024-12-17,0.4382,o1-2024-12-17_high,2,2024-12-17,553
2025-01-31,0.437,o3-mini-2025-01-31_high,3,2025-01-31,598
2025-04-16,0.5242,o3-2025-04-16_high,2,2025-04-16,673
2025-04-16,0.5256,o4-mini-2025-04-16_high,1,2025-04-16,673
2025-06-10,0.5821,o3-pro-2025-06-10_high,1,2025-06-10,728
2025-06-17,0.5403,gemini-2.5-pro_16K,2,2025-06-17,735
2025-08-07,0.607,gpt-5-2025-08-07_high,1,2025-08-07,786
2025-09-15,0.5453,gpt-5-codex,3,2025-09-15,825
2025-10-07,0.6039,gpt-5-pro-2025-10-06_high,2,2025-10-07,847
2025-11-13,0.6077,gpt-5.1-2025-11-13_high,1,2025-11-13,884
2025-11-18,0.6993,gemini-3-pro-preview,1,2025-11-18,889
