date,score,model_id,rank,date_dt,days
2019-10-23,0.023,T5 (11B),1,2019-10-23,0
2020-05-28,0.09,davinci,1,2020-05-28,218
2020-06-22,0.016,curie,3,2020-06-22,243
2021-07-07,0.049,code-cushman-001 (12B),2,2021-07-07,623
2021-08-05,0.036,GPT-J (6B),3,2021-08-05,652
2022-01-28,0.146,TNLG v2 (530B),1,2022-01-28,828
2022-03-15,0.568,code-davinci-002,1,2022-03-15,874
2022-03-15,0.415,text-davinci-002,2,2022-03-15,874
2022-04-04,0.565,PaLM 540B,2,2022-04-04,894
2022-06-29,0.588,8-shot Minerva,2,2022-06-29,980
2022-06-29,0.685,Minerva 540B,1,2022-06-29,980
2023-03-14,0.92,gpt-4-0314,1,2023-03-14,1238
2023-03-15,0.914,GPT-4 (8-shot),2,2023-03-15,1239
2023-03-15,0.92,GPT-4,1,2023-03-15,1239
2023-06-13,0.8999,gpt-4-0613,3,2023-06-13,1329
2024-06-17,0.945,DeepSeek-Coder-V2-Instruct,1,2024-06-17,1699
2024-11-06,0.942,Qwen2.5-Coder-14B-Instruct,2,2024-11-06,1841
2024-11-21,0.93,Qwen2.5-Coder-32B-Instruct,3,2024-11-21,1856
