date,score,model_id,rank,date_dt,days
2024-12-17,0.531,receX5UgjFSC6bHhJ,1,2024-12-17,0
2025-01-21,0.375,recSV0J0cBAe649lW,2,2025-01-21,35
2025-01-29,0.656,recQCPWqwQC3zaYYL,1,2025-01-29,43
2025-01-31,0.438,recdlwAyv9wirNu8l,3,2025-01-31,45
2025-02-05,0.625,recfo0m9cbDtZI2dF,2,2025-02-05,50
2025-02-24,0.531,recYDECEbiVYhpsvu,3,2025-02-24,69
2025-02-27,0.639,recirLSEw2XiQuFjQ,2,2025-02-27,72
2025-03-25,0.906,rechC8urIV2AN5s7u,1,2025-03-25,98
2025-04-09,0.656,recW5LIQFikYJNLQw,3,2025-04-09,113
2025-04-09,0.719,recUAV9rVPbCJKlng,2,2025-04-09,113
2025-04-16,1.0,recFdkH1oECir5L8f,1,2025-04-16,120
2025-05-06,0.719,rectqTvrbGyp36qKB,3,2025-05-06,140
2025-06-05,0.875,recmGCSEixdFEeMjm,3,2025-06-05,170
2025-06-10,0.889,recL1q2W2uTKqxLvn,3,2025-06-10,175
2025-07-09,0.969,recMlollg5Ye5aSq1,2,2025-07-09,204
2025-08-07,0.969,recPs1KpCfWyKSaXK,2,2025-08-07,233
