date,score,model_id,rank,date_dt,days
2019-11-05,0.705,gpt2-xl,1,2019-11-05,0
2021-08-05,0.754,gpt-j-6b,1,2021-08-05,639
2021-12-08,0.818,Gopher (280B),1,2021-12-08,764
2021-12-13,0.786,GLaM (MoE) 8B/64E,3,2021-12-13,769
2021-12-13,0.804,GLaM (MoE) 64B/64E,2,2021-12-13,769
2022-01-27,0.804,text-davinci-001,2,2022-01-27,814
2022-01-28,0.8199,Megatron-Turing NLG 530B,1,2022-01-28,815
2022-03-29,0.818,Chinchilla (70B),2,2022-03-29,875
2022-04-04,0.823,PaLM 540B,1,2022-04-04,881
2023-02-24,0.823,LLaMA-33B,2,2023-02-24,1207
2023-02-24,0.828,LLaMA-65B,1,2023-02-24,1207
2023-03-15,0.824,falcon-40b,2,2023-03-15,1226
2023-06-22,0.842,Inflection-1,1,2023-06-22,1325
2023-07-18,0.828,Llama-2-70b-hf,2,2023-07-18,1351
2023-07-20,0.833,StableBeluga2,2,2023-07-20,1353
2023-09-06,0.849,falcon-180B,1,2023-09-06,1401
2023-12-11,0.836,Mixtral-8x7B-v0.1,3,2023-12-11,1497
2024-05-07,0.839,DeepSeek-V2,3,2024-05-07,1645
2024-07-18,0.887,gpt-4o-mini-2024-07-18,1,2024-07-18,1717
2024-07-23,0.859,Llama-3.1-405B,2,2024-07-23,1722
2024-08-17,0.886,Phi-3.5-MoE-instruct,2,2024-08-17,1747
2024-09-24,0.875,gemini-1.5-flash-002,3,2024-09-24,1785
2025-03-24,0.901,UNICORN,1,2025-03-24,1966
