date,score,model_id,rank,date_dt,days
2019-11-05,0.4,recg6ZntBt4LeoVMt,1,2019-11-05,0
2021-08-05,0.662,recxwTLjMWqaV2sD7,1,2021-08-05,639
2021-12-08,0.792,rec1ierxC1o8k7tZX,1,2021-12-08,764
2021-12-13,0.772,recF1EoxtifSVHtII,2,2021-12-13,769
2022-01-27,0.793,recShfp3NCaoaTiRM,1,2022-01-27,814
2022-01-28,0.824,recyWDdAm34KJ0nYp,1,2022-01-28,815
2022-03-15,0.815,recCV3fjy0woa6qRp,2,2022-03-15,861
2022-04-04,0.838,recQRtEcEnhW9JjQq,1,2022-04-04,881
2022-11-28,0.855,rec0DLyWBFR5oVxIP,1,2022-11-28,1119
2023-02-24,0.842,rec4GzBp6CBydS2Wm,2,2023-02-24,1207
2023-03-14,0.953,recTKQ78vtQFitxa3,1,2023-03-14,1225
2023-03-14,0.953,rec7sgHfShTmvdzWA,1,2023-03-14,1225
2023-05-17,0.868,recuJ50t0Ne2hd19L,3,2023-05-17,1289
2023-09-06,0.89,recFTR8QvQsc8jd7l,3,2023-09-06,1401
2024-07-23,0.892,recCJLnPu5EFxJvrH,3,2024-07-23,1722
