date,score,model_id,rank,date_dt,days
2023-02-24,0.584,rec4GzBp6CBydS2Wm,1,2023-02-24,0
2023-02-24,0.335,recsTShtcYpgvNaEL,2,2023-02-24,0
2023-02-27,0.5,recdNhsyonuqezvQQ,2,2023-02-27,3
2023-02-27,0.379,reckgVhMYziH5HBz9,3,2023-02-27,3
2023-04-12,0.4304,recRtvNjm9IRakbiI,3,2023-04-12,47
2023-06-13,0.7512,recv4ey6euOnrKk4u,1,2023-06-13,109
2023-06-13,0.6159,reccBlSbP9VyML5ew,2,2023-06-13,109
2023-07-18,0.649,recgtNZI9vmAkWZp6,2,2023-07-18,144
2023-07-20,0.693,recQzAdH65teVa2Uj,2,2023-07-20,146
2023-11-22,0.717,recxTedalFwIeKcxR,2,2023-11-22,271
2024-04-23,0.791,recMSacEe7PMOnKdX,2,2024-04-23,424
2024-04-23,0.814,recnoDbSqlDbhRL8j,1,2024-04-23,424
2024-05-07,0.788,recGWNIgKpoEsuG5i,3,2024-05-07,438
2024-07-23,0.829,recCJLnPu5EFxJvrH,1,2024-07-23,515
2024-09-19,0.798,recgiKxUSiP3AsCOB,3,2024-09-19,573
2024-12-26,0.875,rec9frsexPiviWPFG,1,2024-12-26,671
